,subwayLine,stationName,stationCode,statStartDate,statEndDate,startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,getOffCarRate
4,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,221,역삼역,1,0,THU,16,10,"[6, 11, 10, 13, 12, 19, 13, 6, 6, 4]"
4,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,221,역삼역,1,0,THU,16,20,"[6, 10, 10, 14, 12, 19, 12, 7, 6, 5]"
4,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,221,역삼역,1,0,THU,16,30,"[5, 10, 10, 13, 13, 18, 13, 7, 6, 5]"
4,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,221,역삼역,1,0,THU,16,40,"[5, 11, 11, 13, 12, 17, 13, 7, 6, 5]"
4,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,221,역삼역,1,0,THU,16,50,"[5, 11, 11, 13, 12, 17, 12, 7, 6, 5]"
5,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,223,교대역,0,0,THU,16,00,"[4, 6, 8, 15, 19, 14, 13, 9, 8, 5]"
5,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,223,교대역,0,0,THU,16,10,"[4, 6, 9, 14, 19, 14, 13, 8, 7, 5]"
5,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,223,교대역,0,0,THU,16,20,"[4, 6, 9, 14, 18, 14, 13, 8, 8, 5]"
5,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,223,교대역,0,0,THU,16,30,"[4, 6, 9, 14, 18, 14, 13, 9, 8, 5]"
5,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,223,교대역,0,0,THU,16,40,"[4, 6, 8, 14, 19, 14, 13, 9, 8, 4]"
5,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,223,교대역,0,0,THU,16,50,"[4, 6, 8, 15, 20, 14, 13, 8, 8, 5]"
6,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,221,역삼역,1,0,THU,16,00,"[6, 12, 11, 14, 12, 18, 12, 7, 6, 4]"
6,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,221,역삼역,1,0,THU,16,10,"[6, 11, 10, 13, 12, 18, 13, 6, 6, 4]"
6,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,221,역삼역,1,0,THU,16,20,"[6, 11, 10, 13, 12, 18, 12, 7, 6, 5]"
6,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,221,역삼역,1,0,THU,16,30,"[5, 11, 10, 13, 13, 17, 13, 7, 6, 5]"
6,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,221,역삼역,1,0,THU,16,40,"[5, 11, 11, 13, 12, 17, 13, 7, 6, 5]"
6,2호선,강남역,222,20220927,20221226,211,성수역,211-R,성수역,221,역삼역,1,0,THU,16,50,"[5, 11, 11, 13, 12, 17, 12, 7, 6, 5]"
7,2호선,강남역,222,20220927,20221226,211,성수역,219,삼성역,223,교대역,0,0,THU,16,00,"[4, 6, 8, 15, 20, 14, 13, 9, 8, 5]"
7,2호선,강남역,222,20220927,20221226,211,성수역,219,삼성역,223,교대역,0,0,THU,16,10,"[4, 6, 9, 14, 19, 14, 13, 8, 7, 5]"
7,2호선,강남역,222,20220927,20221226,211,성수역,219,삼성역,223,교대역,0,0,THU,16,20,"[4, 6, 9, 14, 18, 15, 13, 8, 8, 5]"
7,2호선,강남역,222,20220927,20221226,211,성수역,219,삼성역,223,교대역,0,0,THU,16,30,"[4, 6, 9, 14, 19, 14, 13, 9, 8, 5]"
7,2호선,강남역,222,20220927,20221226,211,성수역,219,삼성역,223,교대역,0,0,THU,16,40,"[4, 6, 9, 14, 19, 15, 13, 9, 8, 4]"
7,2호선,강남역,222,20220927,20221226,211,성수역,219,삼성역,223,교대역,0,0,THU,16,50,"[4, 6, 8, 14, 20, 15, 13, 8, 8, 4]"
8,2호선,강남역,222,20220927,20221226,211,성수역,228,서울대입구역,221,역삼역,1,0,THU,16,00,"[6, 12, 11, 14, 12, 18, 12, 7, 6, 4]"
