,subwayLine,stationName,stationCode,statStartDate,statEndDate,startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,getOffCarRate
2,2호선,신림역,230,20221001,20221231,211,성수역,202,을지로입구역,229,봉천역,1,0,SUN,08,10,"[8, 10, 8, 13, 12, 17, 11, 11, 6, 5]"
2,2호선,신림역,230,20221001,20221231,211,성수역,202,을지로입구역,229,봉천역,1,0,SUN,08,20,"[8, 10, 8, 12, 12, 17, 11, 11, 6, 5]"
2,2호선,신림역,230,20221001,20221231,211,성수역,202,을지로입구역,229,봉천역,1,0,SUN,08,30,"[8, 10, 8, 12, 12, 17, 11, 11, 6, 5]"
2,2호선,신림역,230,20221001,20221231,211,성수역,202,을지로입구역,229,봉천역,1,0,SUN,08,40,"[8, 11, 5, 10, 9, 17, 10, 15, 6, 7]"
2,2호선,신림역,230,20221001,20221231,211,성수역,202,을지로입구역,229,봉천역,1,0,SUN,08,50,"[6, 10, 6, 9, 10, 18, 10, 18, 7, 6]"
3,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,231,신대방역,0,0,SUN,08,00,"[6, 7, 16, 11, 15, 12, 11, 7, 9, 7]"
3,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,231,신대방역,0,0,SUN,08,10,"[6, 6, 14, 9, 15, 13, 12, 8, 10, 7]"
3,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,231,신대방역,0,0,SUN,08,20,"[6, 6, 15, 9, 16, 13, 12, 7, 10, 6]"
3,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,231,신대방역,0,0,SUN,08,30,"[6, 6, 14, 11, 14, 12, 12, 8, 10, 6]"
3,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,231,신대방역,0,0,SUN,08,40,"[6, 6, 14, 11, 15, 13, 12, 8, 10, 7]"
3,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,231,신대방역,0,0,SUN,08,50,"[6, 7, 13, 11, 15, 13, 12, 7, 10, 6]"
4,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,229,봉천역,1,0,SUN,08,00,"[8, 10, 8, 13, 12, 17, 10, 11, 6, 5]"
4,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,229,봉천역,1,0,SUN,08,10,"[8, 10, 8, 13, 12, 17, 11, 11, 6, 5]"
4,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,229,봉천역,1,0,SUN,08,20,"[8, 10, 8, 12, 12, 17, 11, 11, 6, 5]"
4,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,229,봉천역,1,0,SUN,08,30,"[8, 10, 8, 12, 12, 17, 11, 11, 6, 5]"
4,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,229,봉천역,1,0,SUN,08,40,"[8, 11, 5, 10, 9, 17, 10, 15, 6, 7]"
4,2호선,신림역,230,20221001,20221231,211,성수역,211,성수역,229,봉천역,1,0,SUN,08,50,"[6, 10, 6, 9, 10, 18, 10, 18, 7, 6]"
5,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,231,신대방역,0,0,SUN,08,00,"[5, 7, 18, 11, 14, 11, 10, 7, 10, 7]"
5,2호선,신림역,230,20221001,20221231,211,성수역,211-R,성수역,231,신대방역,0,0,SUN,08,10,"[5, 6, 16, 9, 15, 13, 12, 7, 11, 7]"
